uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
PI,OUTRAS,DOMICILIO,"30 - 39",F,22
PI,OUTRAS,DOMICILIO,"30 - 39",M,36
PI,OUTRAS,HOSPITAL,"30 - 39",F,34
PI,OUTRAS,HOSPITAL,"30 - 39",M,53
PI,OUTRAS,IGNORADO,"30 - 39",M,1
PI,OUTRAS,OUTRO,"30 - 39",F,1
PI,OUTRAS,OUTRO,"30 - 39",M,5
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,8
PI,COVID,HOSPITAL,"30 - 39",F,17
PI,COVID,HOSPITAL,"30 - 39",M,20
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,8
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,7
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,26
PI,PNEUMONIA,OUTRO,"30 - 39",F,1
PI,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
PI,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,14
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,20
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PI,SRAG,HOSPITAL,"30 - 39",F,1
PI,SRAG,HOSPITAL,"30 - 39",M,1
PR,OUTRAS,DOMICILIO,"30 - 39",F,61
PR,OUTRAS,DOMICILIO,"30 - 39",M,190
PR,OUTRAS,HOSPITAL,"30 - 39",F,230
PR,OUTRAS,HOSPITAL,"30 - 39",M,313
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,18
PR,OUTRAS,OUTRO,"30 - 39",M,100
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,19
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
PR,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
PR,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,15
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,159
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,DOMICILIO,"30 - 39",M,4
PR,COVID,HOSPITAL,"30 - 39",F,63
PR,COVID,HOSPITAL,"30 - 39",M,105
PR,COVID,OUTRO,"30 - 39",M,3
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PR,COVID,VIA_PUBLICA,"30 - 39",M,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,9
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PR,INDETERMINADA,OUTRO,"30 - 39",F,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,25
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,34
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,3
PR,PNEUMONIA,DOMICILIO,"30 - 39",M,3
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,42
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,64
PR,PNEUMONIA,OUTRO,"30 - 39",F,2
PR,PNEUMONIA,OUTRO,"30 - 39",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,59
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,92
PR,SEPTICEMIA,OUTRO,"30 - 39",M,3
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PR,SRAG,HOSPITAL,"30 - 39",F,2
PR,SRAG,HOSPITAL,"30 - 39",M,6
PR,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,OUTRAS,DOMICILIO,"30 - 39",F,109
RJ,OUTRAS,DOMICILIO,"30 - 39",M,235
RJ,OUTRAS,HOSPITAL,"30 - 39",F,499
RJ,OUTRAS,HOSPITAL,"30 - 39",M,594
RJ,OUTRAS,IGNORADO,"30 - 39",F,2
RJ,OUTRAS,IGNORADO,"30 - 39",M,3
RJ,OUTRAS,OUTRO,"30 - 39",F,25
RJ,OUTRAS,OUTRO,"30 - 39",M,105
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,87
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,175
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,97
RJ,COVID,DOMICILIO,"30 - 39",F,2
RJ,COVID,DOMICILIO,"30 - 39",M,6
RJ,COVID,HOSPITAL,"30 - 39",F,229
RJ,COVID,HOSPITAL,"30 - 39",M,300
RJ,COVID,OUTRO,"30 - 39",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,30
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,29
RJ,COVID,VIA_PUBLICA,"30 - 39",M,1
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,1
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,10
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,6
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,8
RJ,INDETERMINADA,OUTRO,"30 - 39",M,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,77
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,72
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,20
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,5
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,9
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,127
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,193
RJ,PNEUMONIA,OUTRO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,16
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,34
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,178
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,192
RJ,SEPTICEMIA,IGNORADO,"30 - 39",F,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,18
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,18
RJ,SRAG,HOSPITAL,"30 - 39",F,16
RJ,SRAG,HOSPITAL,"30 - 39",M,22
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RN,OUTRAS,DOMICILIO,"30 - 39",F,24
RN,OUTRAS,DOMICILIO,"30 - 39",M,39
RN,OUTRAS,HOSPITAL,"30 - 39",F,48
RN,OUTRAS,HOSPITAL,"30 - 39",M,87
RN,OUTRAS,IGNORADO,"30 - 39",F,1
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",F,2
RN,OUTRAS,OUTRO,"30 - 39",M,11
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,36
RN,COVID,DOMICILIO,"30 - 39",F,1
RN,COVID,HOSPITAL,"30 - 39",F,25
RN,COVID,HOSPITAL,"30 - 39",M,31
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RN,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RN,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,16
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,4
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,13
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,21
RN,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,31
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,24
RN,SEPTICEMIA,OUTRO,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,SRAG,HOSPITAL,"30 - 39",F,2
RN,SRAG,HOSPITAL,"30 - 39",M,5
RN,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,OUTRAS,DOMICILIO,"30 - 39",F,11
RO,OUTRAS,DOMICILIO,"30 - 39",M,27
RO,OUTRAS,HOSPITAL,"30 - 39",F,39
RO,OUTRAS,HOSPITAL,"30 - 39",M,59
RO,OUTRAS,OUTRO,"30 - 39",F,4
RO,OUTRAS,OUTRO,"30 - 39",M,18
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,30
RO,COVID,HOSPITAL,"30 - 39",F,25
RO,COVID,HOSPITAL,"30 - 39",M,28
RO,INDETERMINADA,DOMICILIO,"30 - 39",F,1
RO,INDETERMINADA,OUTRO,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
RO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,12
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,14
RO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,7
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
RR,OUTRAS,DOMICILIO,"30 - 39",F,6
RR,OUTRAS,DOMICILIO,"30 - 39",M,7
RR,OUTRAS,HOSPITAL,"30 - 39",F,20
RR,OUTRAS,HOSPITAL,"30 - 39",M,25
RR,OUTRAS,OUTRO,"30 - 39",F,1
RR,OUTRAS,OUTRO,"30 - 39",M,8
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
RR,COVID,HOSPITAL,"30 - 39",F,11
RR,COVID,HOSPITAL,"30 - 39",M,16
RR,COVID,OUTRO,"30 - 39",M,2
RR,INDETERMINADA,OUTRO,"30 - 39",F,1
RR,INDETERMINADA,OUTRO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,10
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,5
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
RS,OUTRAS,DOMICILIO,"30 - 39",F,72
RS,OUTRAS,DOMICILIO,"30 - 39",M,111
RS,OUTRAS,HOSPITAL,"30 - 39",F,262
RS,OUTRAS,HOSPITAL,"30 - 39",I,2
RS,OUTRAS,HOSPITAL,"30 - 39",M,241
RS,OUTRAS,IGNORADO,"30 - 39",F,14
RS,OUTRAS,IGNORADO,"30 - 39",M,10
RS,OUTRAS,OUTRO,"30 - 39",F,7
RS,OUTRAS,OUTRO,"30 - 39",M,38
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,27
RS,COVID,DOMICILIO,"30 - 39",F,1
RS,COVID,DOMICILIO,"30 - 39",M,3
RS,COVID,HOSPITAL,"30 - 39",F,58
RS,COVID,HOSPITAL,"30 - 39",M,61
RS,COVID,IGNORADO,"30 - 39",F,3
RS,COVID,IGNORADO,"30 - 39",M,6
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,COVID,VIA_PUBLICA,"30 - 39",M,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,8
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INDETERMINADA,IGNORADO,"30 - 39",F,1
RS,INDETERMINADA,OUTRO,"30 - 39",M,2
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,5
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,41
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,52
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,52
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,79
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,6
RS,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,90
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,80
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,5
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SRAG,HOSPITAL,"30 - 39",F,7
RS,SRAG,HOSPITAL,"30 - 39",M,5
RS,SRAG,IGNORADO,"30 - 39",M,2
SC,OUTRAS,DOMICILIO,"30 - 39",F,33
SC,OUTRAS,DOMICILIO,"30 - 39",M,72
SC,OUTRAS,HOSPITAL,"30 - 39",F,155
SC,OUTRAS,HOSPITAL,"30 - 39",M,182
SC,OUTRAS,OUTRO,"30 - 39",F,4
SC,OUTRAS,OUTRO,"30 - 39",M,15
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SC,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
SC,COVID,DOMICILIO,"30 - 39",M,2
SC,COVID,HOSPITAL,"30 - 39",F,25
SC,COVID,HOSPITAL,"30 - 39",M,49
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,1
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,5
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,32
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",F,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,27
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,43
SC,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,41
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,SRAG,HOSPITAL,"30 - 39",F,2
SC,SRAG,HOSPITAL,"30 - 39",M,2
SE,OUTRAS,DOMICILIO,"30 - 39",F,8
SE,OUTRAS,DOMICILIO,"30 - 39",M,18
SE,OUTRAS,HOSPITAL,"30 - 39",F,39
SE,OUTRAS,HOSPITAL,"30 - 39",M,58
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,IGNORADO,"30 - 39",M,1
SE,OUTRAS,OUTRO,"30 - 39",F,2
SE,OUTRAS,OUTRO,"30 - 39",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,22
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,13
SE,COVID,HOSPITAL,"30 - 39",F,23
SE,COVID,HOSPITAL,"30 - 39",M,46
SE,COVID,IGNORADO,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SE,INDETERMINADA,HOSPITAL,"30 - 39",F,4
SE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,11
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SE,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,12
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,13
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,24
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,24
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SRAG,HOSPITAL,"30 - 39",F,1
SE,SRAG,HOSPITAL,"30 - 39",M,1
SE,SRAG,IGNORADO,"30 - 39",F,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,295
SP,OUTRAS,DOMICILIO,"30 - 39",M,836
SP,OUTRAS,HOSPITAL,"30 - 39",F,1021
SP,OUTRAS,HOSPITAL,"30 - 39",I,1
SP,OUTRAS,HOSPITAL,"30 - 39",M,1724
SP,OUTRAS,IGNORADO,"30 - 39",F,9
SP,OUTRAS,IGNORADO,"30 - 39",M,18
SP,OUTRAS,OUTRO,"30 - 39",F,51
SP,OUTRAS,OUTRO,"30 - 39",M,249
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,76
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,166
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,7
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,58
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,486
SP,COVID,DOMICILIO,"30 - 39",F,5
SP,COVID,DOMICILIO,"30 - 39",M,17
SP,COVID,HOSPITAL,"30 - 39",F,424
SP,COVID,HOSPITAL,"30 - 39",M,646
SP,COVID,IGNORADO,"30 - 39",F,2
SP,COVID,IGNORADO,"30 - 39",M,2
SP,COVID,OUTRO,"30 - 39",F,5
SP,COVID,OUTRO,"30 - 39",M,8
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
SP,COVID,POSTO_SAUDE,"30 - 39",F,2
SP,COVID,VIA_PUBLICA,"30 - 39",M,1
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,7
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,23
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,6
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,12
SP,INDETERMINADA,IGNORADO,"30 - 39",M,1
SP,INDETERMINADA,OUTRO,"30 - 39",F,3
SP,INDETERMINADA,OUTRO,"30 - 39",M,6
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,10
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,10
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,36
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,241
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,240
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,18
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,17
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"30 - 39",M,3
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,8
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,11
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,29
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,257
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,506
SP,PNEUMONIA,IGNORADO,"30 - 39",M,2
SP,PNEUMONIA,OUTRO,"30 - 39",F,1
SP,PNEUMONIA,OUTRO,"30 - 39",M,8
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,16
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,5
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,9
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,343
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,445
SP,SEPTICEMIA,IGNORADO,"30 - 39",F,3
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,3
SP,SEPTICEMIA,OUTRO,"30 - 39",F,4
SP,SEPTICEMIA,OUTRO,"30 - 39",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,DOMICILIO,"30 - 39",F,1
SP,SRAG,DOMICILIO,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,34
